Code,BirthYear,DeathYear,DeathMonth,DeathType,AgeWhenDied,FirstWinterSurvival
PID99,1999,2000,5,N,1,1
PII17,2017,2017,11,S,0,0
PIL98,1998,2001,9,S,3,1
PIL99,1999,1999,7,Q,0,0
PIMPE,2007,2013,,Q,6,1
PIN74,1974,1986,1,N,12,1
PIN76,1976,1976,7,Q,0,0
PIN77,1977,1977,7,Q,0,0
PIN78,1978,1990,4,N,12,1
PIN80,1980,1981,3,N,1,0
PIN83,1983,1984,1,N,1,0
PINCS,1964,1976,3,N,12,1
PIP98,1998,1998,10,S,0,0
PKN10,2010,2010,6,Q,0,0
PKN18,2018,2022,11,S,4,1
PKN19,2019,2022,11,S,3,1
PLO77,1977,1983,5,C,6,1
PLO79,1979,1989,2,N,10,1
PLO82,1982,2001,4,N,19,1
PLO84,1984,1990,11,N,6,1
PLO86,1986,1987,4,N,1,0
PLO88,1988,1989,1,N,1,0
PLS17,2017,2017,8,Q,0,0
PLS18,2018,2022,11,S,4,1
PLS21,2021,2021,5,E,0,0
PLU84,1984,1991,8,S,7,1
PLV22,2022,2022,5,B,0,0
PLV23,2023,2023,11,S,0,0
PMI23,2023,2023,6,,0,0
PMP04,2004,2004,6,Q,0,0
PNT98,1998,1999,1,A,1,0
POINT,1968,1982,1,N,14,1
POL72,1972,1972,7,Q,0,0
POL73,1973,1986,3,N,13,1
POL74,1974,1974,6,D,0,0
POL75,1975,1976,3,N,1,0
POL76,1976,1976,6,D,0,0
POL77,1977,1991,4,N,14,1
POL79,1979,1995,3,N,16,1
POL81,1981,1982,2,N,1,0
POL82,1982,1983,2,N,1,0
POL84,1984,1986,3,N,2,1
POLLU,1969,1985,3,N,16,1
POM01,2001,2007,10,S,6,1
POM03,2003,2004,4,N,1,0
POM04,2004,2005,2,N,1,0
POM06,2006,2010,7,S,4,1
POM07,2007,2008,3,N,1,0
POM97,1997,2014,2,N,17,1
POM99,1999,2000,4,N,1,0
POR92,1992,1992,12,N,0,0
POT09,2009,2009,5,E,0,0
POT10,2010,2010,5,D,0,0
PPK94,1994,1996,2,N,2,1
PPK96,1996,1998,8,S,2,1
PPL11,2011,2019,1,S,8,1
PPL12,2012,2016,11,S,4,1
PPL14,2014,2020,9,S,6,1
PPL15,2015,2019,1,S,4,1
PPL16,2016,2023,10,S,7,1
PPT11,2011,2012,3,N,1,0
PPT13,2013,2014,2,N,1,0
PPT16,2016,2017,2,N,1,0
PPT17,2017,2017,6,B,0,0
PPT18,2018,2018,6,D,0,0
PPT19,2019,2019,6,D,0,0
PPT20,2020,2021,3,N,1,0
PPT22,2022,2022,7,Q,0,0
PPU22,2022,2022,6,Q,0,0
PPY10,2010,2010,6,D,0,0
PPY11,2011,2012,2,S,1,
PPY12,2012,2012,2,,0,0
PRA88,1988,1988,6,Q,0,0
PRA89,1989,1990,10,A,1,1
PRA91,1991,1996,1,N,5,1
PRA92,1992,1992,6,D,0,0
PRC04,2004,2005,3,N,1,0
PRC05,2005,2005,6,A,0,0
PRC06,2006,2021,12,S,15,1
PRC07,2007,2013,12,S,6,1
PRC09,2009,2019,1,S,10,1
PRC11,2011,2011,5,Q,0,0
PRC12,2012,2018,12,S,6,1
PRI77,1977,1977,9,Q,0,0
PRI79,1979,1992,12,S,13,1
PRI81,1981,1981,6,E,0,0
PRI82,1982,1987,9,S,5,1
PRI85,1985,1991,9,S,6,1
PRI87,1987,1989,3,N,2,1
PRI90,1990,1992,12,S,2,1
PRI91,1991,1991,5,,0,0
PRK83,1983,1995,3,N,12,1
PRL17,2017,2021,11,S,4,1
PRL18,2018,2023,8,S,5,1
PRL19,2019,2020,10,S,1,1
PRL21,2021,2021,11,S,0,0
PRN01,2001,2007,10,A,6,1
PRN98,1998,2000,8,S,2,1
PRN99,1999,2006,7,S,7,1
PROCO,1968,1975,9,S,7,1
PRONG,1964,1976,9,S,12,1
PROXY,2000,2009,10,Q,9,1
PRS93,1993,2008,,Q,15,1
PRS95,1995,2001,9,S,6,1
PRS97,1997,2000,11,S,3,1
PRS98,1998,2002,10,S,4,1
PRS99,1999,1999,11,S,0,0
PRT96,1996,1997,5,N,1,1
PRT97,1997,2008,9,S,11,1
PRT99,1999,2000,2,N,1,0
PSE15,2015,2015,6,E,0,0
PSS10,2010,2013,9,S,3,1
PSS12,2012,2019,10,S,7,1
PSS14,2014,2018,12,S,4,1
PSS16,2016,2019,7,S,3,1
PSS18,2018,2022,10,S,4,1
PSS20,2020,2023,8,S,3,1
PSS22,2022,2022,12,N,0,0
PTA02,2002,2002,10,S,0,0
PTL00,2000,2002,2,N,2,1
PTL02,2002,2004,4,N,2,1
PTL93,1993,2001,12,Q,8,1
PTL94,1994,1995,3,N,1,0
PTL95,1995,1997,3,N,2,1
PTL96,1996,1996,7,Q,0,0
PTL97,1997,1999,4,N,2,1
PTL98,1998,1999,3,N,1,0
PTN87,1987,1988,4,N,1,0
PTN89,1989,1990,3,N,1,0
PTN90,1990,1991,4,N,1,0
PTN92,1992,1992,5,Q,0,0
PTN93,1993,2004,4,N,11,1
PTN94,1994,1994,5,B,0,0
PTN95,1995,1995,5,Q,0,0
PUE15,2015,2019,8,S,4,1
PUE16,2016,2017,2,N,1,0
PUE17,2017,2021,10,S,4,1
PUE19,2019,2020,5,A,1,1
PUF01,2001,2001,12,N,0,0
PUF03,2003,2004,4,N,1,0
PUF04,2004,2005,3,N,1,0
PUF05,2005,2006,3,N,1,0
PUF06,2006,2023,10,A,17,1
PUF07,2007,2008,5,N,1,1
PUF08,2008,2008,6,Q,0,0
PUF10,2010,2011,3,N,1,0
PUF11,2011,2011,6,W,0,0
PUF12,2012,2013,5,N,1,1
PUF13,2013,2013,6,W,0,0
PUM08,2008,2012,1,S,4,1
PUM10,2010,2011,2,Q,1,0
PYTHA,2005,2014,,,9,1
QIN20,2020,2022,11,S,2,1
QIN22,2022,2022,11,S,0,0
QTZ12,2012,2014,4,N,2,1
QTZ13,2013,2013,6,Q,0,0
QTZ19,2019,2020,2,N,1,0
QUA79,1979,1980,4,N,1,0
QUA81,1981,1982,1,N,1,0
QUA83,1983,1983,6,A,0,0
QUA84,1984,1984,6,A,0,0
QUA85,1985,1985,6,Q,0,0
QUA86,1986,1986,6,Q,0,0
QUA87,1987,1989,1,N,2,1
QUE21,2021,2021,10,Q,0,0
QUI82,1982,1983,2,N,1,0
QUINS,1974,1986,5,N,12,1
QUN00,2000,2001,12,S,1,1
QUN92,1992,1993,2,N,1,0
QUN96,1996,1996,7,Q,0,0
QUN97,1997,2001,12,S,4,1
QUN98,1998,2001,12,S,3,1
QUN99,1999,1999,6,Q,0,0
RAD08,2008,2008,11,S,0,0
RAN79,1979,1980,3,N,1,0
RAN81,1981,1981,6,Q,0,0
RAN82,1982,1982,6,D,0,0
RAN84,1984,1986,,Q,2,1
RAN85,1985,1986,4,N,1,0
RAP00,2000,2008,8,S,8,1
RAP02,2002,2004,7,S,2,1
RAP03,2003,2012,6,N,9,1
RAP06,2006,2016,7,Q,10,1
RAP97,1997,2003,9,C,6,1
RAP98,1998,2000,3,N,2,1
RAS17,2017,2018,4,N,1,0
RBY02,2002,2016,12,N,14,1
RBY03,2003,2023,9,N,20,1
RBY05,2005,2022,4,N,17,1
RBY06,2006,2014,7,S,8,1
RBY07,2007,2017,8,S,10,1
RBY09,2009,2010,2,N,1,0
RBY10,2010,2011,4,N,1,0
RBY12,2012,2016,10,S,4,1
RDD08,2008,2009,2,N,1,0
RDD10,2010,2010,5,B,0,0
RDD12,2012,2016,9,S,4,1
RDD13,2013,2020,9,S,7,1
RDD14,2014,2020,1,S,6,1
RDD16,2016,2018,12,S,2,1
RDD17,2017,2017,6,Q,0,0
RDD18,2018,2019,7,A,1,1
RDD19,2019,2022,7,S,3,1
RDD20,2020,2020,5,B,0,0
RED72,1972,1981,1,N,9,1
RED73,1973,1983,5,N,10,1
RED74,1974,1992,12,N,18,1
RED75,1975,1978,5,S,3,1
RED76,1976,1976,6,A,0,0
RED77,1977,1991,8,S,14,1
RED79,1979,1992,4,N,13,1
RED81,1981,1992,4,N,11,1
RED82,1982,1993,4,N,11,1
RED84,1984,1986,3,N,2,1
REDYE,1969,1989,1,N,20,1
RES16,2016,2019,11,S,3,1
RET78,1978,1979,4,N,1,0
RGR69,1969,1979,12,N,10,1
RGR70,1970,1973,,S,3,1
RGR71,1971,1985,6,Q,14,1
RGR72,1972,1982,2,N,10,1
RGR73,1973,1979,10,A,6,1
RGR74,1974,1978,3,N,4,1
RGR75,1975,1975,11,Q,0,0
RGR76,1976,1977,3,N,1,0
RGR77,1977,1978,1,N,1,0
RGR78,1978,1978,6,Q,0,0
RGR79,1979,1979,7,Q,0,0
RGR80,1980,1981,3,N,1,0
RGR81,1981,1981,9,Q,0,0
RGRHI,1966,1981,10,Q,15,1
RHB20,2020,2021,3,N,1,0
RHB22,2022,2022,6,Q,0,0
RHE09,2009,2011,12,N,2,1
RHE12,2012,2014,1,N,2,1
RHE13,2013,2013,12,N,0,0
RHE16,2016,2017,2,N,1,0
RHINO,1989,2000,,Q,11,1
RHY82,1982,1995,3,N,13,1
RHY84,1984,1993,3,N,9,1
RHY86,1986,1999,5,N,13,1
RHY88,1988,1995,7,Q,7,1
RHY92,1992,1993,2,N,1,0
RIB00,2000,2000,10,Q,0,0
RIB02,2002,2006,10,S,4,1
RIB03,2003,2005,4,N,2,1
RIB05,2005,2011,1,S,6,1
RIB07,2007,2008,1,N,1,0
RIE21,2021,2022,1,N,1,0
RIE23,2023,2023,9,Q,0,0
RMX01,2001,2002,2,N,1,0
RNG04,2004,2005,3,N,1,0
ROB12,2012,2012,6,B,0,0
ROB13,2013,2022,7,S,9,1
ROB16,2016,2016,6,A,0,0
ROB17,2017,2023,10,S,6,1
ROCKY,1976,1992,1,A,16,1
ROGER,2001,2013,,Q,12,1
ROM02,2002,2007,12,S,5,1
ROM09,2009,2009,12,S,0,0
ROM98,1998,2000,3,N,2,1
RON86,1986,1986,7,E,0,0
ROW74,1974,1981,9,Q,7,1
ROW77,1977,1987,5,Q,10,1
RPP03,2003,2009,6,C,6,1
RPP05,2005,2005,6,Q,0,0
RPP06,2006,2018,10,S,12,1
RPP09,2009,2017,8,S,8,1
RPP10,2010,2011,4,N,1,0
RPP11,2011,2015,11,S,4,1
RPP12,2012,2017,12,S,5,1
RPP13,2013,2014,1,N,1,0
RSS12,2012,2012,6,B,0,0
RSS13,2013,2013,12,N,0,0
RSS14,2014,2014,11,S,0,0
RTH72,1972,1989,5,N,17,1
RTH74,1974,1974,8,Q,0,0
RTN67,1967,1979,4,N,12,1
RTN70,1970,1979,1,N,9,1
RTN72,1972,1972,5,Q,0,0
RTN73,1973,1982,4,N,9,1
RTN74,1974,1979,1,N,5,1
RTN75,1975,1975,6,B,0,0
RTN76,1976,1983,,Q,7,1
RTN77,1977,1977,5,Q,0,0
RTNIC,1963,1978,1,N,15,1
RUB04,2004,2004,5,Q,0,0
RUB05,2005,2009,1,N,4,1
RUB06,2006,2006,6,E,0,0
RUB10,2010,2011,3,N,1,0
RUF00,2000,2014,2,N,14,1
RUF02,2002,2022,12,N,20,1
RUF03,2003,2004,4,N,1,0
RUF04,2004,2005,2,N,1,0
RUF05,2005,2006,4,N,1,0
RUF06,2006,2009,11,S,3,1
RUF07,2007,2008,2,N,1,0
RUF08,2008,2009,3,N,1,0
RUF09,2009,2019,11,S,10,1
RUF10,2010,2011,3,N,1,0
RUF12,2012,2016,9,S,4,1
RUI09,2009,2010,6,S,1,1
RUI12,2012,2012,5,B,0,0
RUM01,2001,2013,9,C,12,1
RUM03,2003,2015,9,S,12,1
RUM04,2004,2017,,Q,13,1
RUM06,2006,2007,3,N,1,0
RUM07,2007,2012,7,S,5,1
RUM12,2012,2012,6,Q,0,0
RUM13,2013,2013,12,N,0,0
RUM99,1999,2000,2,N,1,0
RUSTY,2003,2011,10,R,8,1
SAE17,2017,2018,3,N,1,0
SAF80,1980,1999,2,N,19,1
SAF82,1982,1993,2,N,11,1
SAF83,1983,1984,3,N,1,0
SAF84,1984,1987,7,A,3,1
SAF85,1985,1999,2,N,14,1
SAF87,1987,1987,6,B,0,0
SAF90,1990,1991,3,N,1,0
SAF92,1992,1993,2,N,1,0
SAG03,2003,2005,2,N,2,1
SAG04,2004,2005,3,N,1,0
SAG06,2006,2006,8,Q,0,0
SAG07,2007,2008,2,N,1,0
SAG08,2008,2009,4,N,1,0
SAG10,2010,2010,8,Q,0,0
SAG13,2013,2014,3,N,1,0
SAG99,1999,1999,6,B,0,0
SAGGY,1965,1979,3,N,14,1
SAL90,1990,1990,8,Q,0,0
SAL92,1992,1992,12,N,0,0
SALAM,2014,2023,8,S,9,1
SAM88,1988,1989,2,N,1,0
SAM90,1990,1991,3,N,1,0
SAM91,1991,1992,3,N,1,0
SAM92,1992,1993,2,N,1,0
SAM94,1994,2016,,Q,22,1
SAM95,1995,1999,10,C,4,1
SAM97,1997,2005,,Q,8,1
SAM99,1999,2000,2,N,1,0
SAMES,1974,1980,9,Q,6,1
SAMSS,1964,1976,3,N,12,1
SANDY,1994,2005,,Q,11,1
SANTR,1994,2002,,Q,8,1
SAO02,2002,2003,10,S,1,1
SAP06,2006,2007,4,N,1,0
SAP08,2008,2009,4,Q,1,0
SAP11,2011,2012,3,N,1,0
SAP12,2012,2021,11,S,9,1
SAP15,2015,2015,6,Q,0,0
SAP16,2016,2017,3,N,1,0
SARGA,2006,2018,,,12,1
SAT86,1986,1986,8,Q,0,0
SAT87,1987,1989,2,N,2,1
SAU00,2000,2000,11,S,0,0
SAU95,1995,1997,1,S,2,1
SAX00,2000,2004,12,S,4,1
SAX03,2003,2006,,Q,3,1
SAX97,1997,2002,10,S,5,1
SAX98,1998,2005,11,S,7,1
SAX99,1999,2005,11,S,6,1
SCA91,1991,1992,2,N,1,0
SCA93,1993,1993,6,Q,0,0
SCA95,1995,1997,4,N,2,1
SCA97,1997,1997,10,Q,0,0
SCA98,1998,1998,7,D,0,0
SCA99,1999,1999,12,N,0,0
SCI84,1984,1984,6,Q,0,0
SCI85,1985,1986,3,N,1,0
SCI87,1987,2001,,Q,14,1
SCO71,1971,1979,8,Q,8,1
SCO72,1972,1982,6,Q,10,1
SCO74,1974,1986,3,N,12,1
SCO75,1975,1988,2,N,13,1
SCO76,1976,1994,3,N,18,1
SCO77,1977,1991,4,N,14,1
SCO78,1978,1992,4,N,14,1
SCO79,1979,1980,11,N,1,1
SCO81,1981,1993,2,N,12,1
SCO83,1983,1990,3,N,7,1
SCO85,1985,1985,6,Q,0,0
SCOLL,1967,1986,3,N,19,1
SCOWL,1988,2002,3,N,14,1
SCP07,2007,2008,3,N,1,0
SCP09,2009,2013,9,S,4,1
SCP12,2012,2012,5,D,0,0
SCP13,2013,2013,5,D,0,0
SCP14,2014,2015,4,N,1,0
SCP15,2015,2020,10,S,5,1
SCP17,2017,2018,1,A,1,0
SCR00,2000,2003,7,S,3,1
SCR01,2001,2004,7,S,3,1
SCR03,2003,2006,8,S,3,1
SCR04,2004,2017,11,S,13,1
SCR07,2007,2008,1,N,1,0
SCR97,1997,1998,3,N,1,0
SCR99,1999,1999,5,Q,0,0
SCT03,2003,2006,10,S,3,1
SCT05,2005,2009,9,S,4,1
SCT07,2007,2010,10,S,3,1
SCT09,2009,2014,11,S,5,1
SDP18,2018,2020,2,N,2,1
SDP20,2020,2020,10,S,0,0
SDVIW,1960,1976,3,N,16,1
SDY13,2013,2016,11,S,3,1
SDY14,2014,2019,2,S,5,1
SDY16,2016,2023,11,S,7,1
SDY19,2019,2023,1,S,4,1
SDY21,2021,2022,1,N,1,0
SEE93,1993,1995,5,N,2,1
SEE96,1996,2005,4,N,9,1
SEL21,2021,2021,6,Q,0,0
SEL22,2022,2023,2,S,1,
SEM88,1988,1989,2,N,1,0
SEM90,1990,1993,3,N,3,1
SEM91,1991,1992,3,N,1,0
SEM92,1992,1993,2,N,1,0
SEM94,1994,2002,7,S,8,1
SEM95,1995,2014,2,N,19,1
SEP77,1977,1988,9,S,11,1
SEP78,1978,1985,9,S,7,1
SEP82,1982,1982,6,Q,0,0
SEP83,1983,2000,1,N,17,1
SEP84,1984,1996,1,N,12,1
SEP86,1986,1989,11,Q,3,1
SEP87,1987,1988,2,N,1,0
SEQ01,2001,2017,3,N,16,1
SEQ03,2003,2008,9,S,5,1
SEQ07,2007,2017,8,S,10,1
SEQ95,1995,2005,11,S,10,1
SEQ96,1996,2011,4,N,15,1
SEQ97,1997,1997,6,Q,0,0
SEQ98,1998,2005,7,S,7,1
SEQ99,1999,2013,12,N,14,1
SER01,2001,2002,2,N,1,0
SER99,1999,2000,4,N,1,0
SES86,1986,1986,6,Q,0,0
SES87,1987,1989,3,N,2,1
SES88,1988,1989,2,N,1,0
SES89,1989,1996,10,Q,7,1
SES91,1991,1991,5,E,0,0
SES92,1992,1993,2,N,1,0
SES94,1994,1995,3,N,1,0
SEY92,1992,2002,2,S,10,1
SFY06,2006,2012,11,S,6,1
SHA92,1992,1993,3,N,1,0
SHADO,2005,2012,,Q,7,1
SHAGG,2003,2015,10,S,12,1
SHE12,2012,2014,1,S,2,1
SHI99,1999,1999,12,N,0,0
SHL01,2001,2002,5,N,1,1
SHL04,2004,2005,3,N,1,0
SHN02,2002,2002,10,S,0,0
SHO16,2016,2023,11,S,7,1
SHO17,2017,2022,10,S,5,1
SHO19,2019,2022,7,S,3,1
SHO20,2020,2022,8,S,2,1
SHO21,2021,2022,7,S,1,1
SHOBO,2013,2021,9,S,8,1
SHTNK,1994,2002,,Q,8,1
SHZ12,2012,2013,1,S,1,
SIC75,1975,1981,9,Q,6,1
SIC78,1978,1992,3,N,14,1
SID74,1974,1974,6,Q,0,0
SID75,1975,1975,6,Q,0,0
SID76,1976,1977,4,N,1,0
SIE73,1973,1981,2,Q,8,1
SIE75,1975,1978,3,N,3,1
SIE77,1977,1979,4,N,2,1
SIE78,1978,1979,3,N,1,0
SIE79,1979,1979,6,Q,0,0
SIE81,1981,1982,2,N,1,0
SIE82,1982,1993,1,N,11,1
SIE83,1983,1984,12,N,1,1
SIE85,1985,1986,2,N,1,0
SIG06,2006,2006,6,Q,0,0
SIG07,2007,2007,6,A,0,0
SIG08,2008,2009,4,N,1,0
SIG09,2009,2009,6,B,0,0
SIL79,1979,1979,6,Q,0,0
SIL82,1982,1982,6,Q,0,0
SIN21,2021,2021,5,Q,0,0
SIS83,1983,1984,1,N,1,0
SIS91,1991,1992,2,N,1,0
SKA82,1982,1993,3,N,11,1
SKA85,1985,2000,3,N,15,1
SKA87,1987,1989,3,N,2,1
SKA89,1989,1989,6,Q,0,0
SKI94,1994,2002,8,Q,8,1
SKI95,1995,1995,6,Q,0,0
SKI97,1997,1999,3,N,2,1
SKI98,1998,1998,6,B,0,0
SKU01,2001,2001,12,,0,0
SKU91,1991,1991,11,N,0,0
SKU93,1993,1995,5,N,2,1
SKU94,1994,1995,1,N,1,0
SKU95,1995,1997,3,N,2,1
SKU97,1997,2010,10,R,13,1
SKU99,1999,1999,12,N,0,0
SLA03,2003,2012,5,A,9,1
SLA05,2005,2005,8,Q,0,0
SLA07,2007,2018,1,N,11,1
SLA99,1999,1999,6,Q,0,0
SLE76,1976,1982,,Q,6,1
SLE77,1977,1984,,Q,7,1
SLIPP,1970,1983,1,N,13,1
SLITE,,2005,,,,
SLITS,1982,1990,9,Q,8,1
SLITT,2009,2017,10,S,8,1
SLK14,2014,2014,6,Q,0,0
SLK15,2015,2015,11,S,0,0
SLL04,2004,2005,3,N,1,0
SLL06,2006,2009,9,S,3,1
SLL07,2007,2023,3,N,16,1
SLL09,2009,2014,6,C,5,1
SLL10,2010,2010,6,Q,0,0
SLL11,2011,2012,2,N,1,0
SLL13,2013,2014,1,N,1,0
SLO00,2000,2001,4,N,1,0
SLO01,2001,2014,3,N,13,1
SLO03,2003,2004,4,N,1,0
SLO05,2005,2018,3,N,13,1
SLO07,2007,2008,2,N,1,0
SLO98,1998,2000,3,N,2,1
SLO99,1999,2000,2,N,1,0
SLR03,2003,2003,10,A,0,0
SLR05,2005,2006,2,N,1,0
SLR06,2006,2007,3,N,1,0
SLR08,2008,2009,4,N,1,0
SLR09,2009,2009,6,Q,0,0
SLR10,2010,2010,6,Q,0,0
SLR11,2011,2012,4,N,1,0
SLR13,2013,2014,3,N,1,0
SLT86,1986,2000,3,N,14,1
SMB21,2021,2021,5,Q,0,0
SME83,1983,1983,5,B,0,0
SME84,1984,2000,2,N,16,1
SME86,1986,1986,6,Q,0,0
SME87,1987,1989,2,N,2,1
SME90,1990,1991,1,N,1,0
SML17,2017,2017,5,Q,0,0
SMO22,2022,2022,5,Q,0,0
SNI76,1976,1976,8,E,0,0
SNI77,1977,1988,6,C,11,1
SNI79,1979,1981,3,N,2,1
SNI81,1981,1982,3,N,1,0
SNZ05,2005,2005,11,S,0,0
SOA14,2014,2014,6,Q,0,0
SOA15,2015,2017,3,N,2,1
SOA16,2016,2016,6,Q,0,0
SOA17,2017,2018,1,N,1,0
SOA21,2021,2022,4,N,1,0
SOA22,2022,2023,1,N,1,0
SOB68,1968,1992,2,N,24,1
SOB69,1969,1974,8,S,5,1
SOB70,1970,1981,8,S,11,1
SOB71,1971,1975,9,S,4,1
SOB72,1972,1975,,Q,3,1
SOB73,1973,1978,8,S,5,1
SOB74,1974,1988,1,N,14,1
SOBHR,1961,1975,4,N,14,1
SOFTS,1987,1997,8,Q,10,1
SOL88,1988,1988,6,A,0,0
SOL89,1989,1997,8,S,8,1
SOL91,1991,1991,6,A,0,0
SOL92,1992,1992,6,B,0,0
SOL93,1993,1999,8,S,6,1
SOL96,1996,2000,8,S,4,1
SOL98,1998,2000,11,S,2,1
SOLOM,1972,1982,2,N,10,1
SOO72,1972,1982,10,Q,10,1
SOO74,1974,1974,5,Q,0,0
SOOO7,1973,1973,6,E,0,0
SOOTY,1968,1974,6,C,6,1
SOP15,2015,2015,5,Q,0,0
SOP16,2016,2017,1,N,1,0
SOP17,2017,2018,1,N,1,0
SOP18,2018,2019,3,N,1,0
SOR84,1984,1997,4,N,13,1
SOR86,1986,1986,6,Q,0,0
SOUTH,2006,2012,,Q,6,1
SOX04,2004,2019,2,S,15,1
SOX06,2006,2015,9,S,9,1
SOX07,2007,2011,10,S,4,1
SOX08,2008,2022,6,Q,14,1
SOX10,2010,2012,2,S,2,1
SOX11,2011,2014,8,S,3,1
SOX12,2012,2014,7,F,2,1
SOX13,2013,2014,4,N,1,0
SOX15,2015,2017,3,N,2,1
SOX16,2016,2018,1,N,2,1
SPA16,2016,2016,8,Q,0,0
SPD00,2000,2011,8,S,11,1
SPD01,2001,2017,2,N,16,1
SPD12,2012,2012,11,S,0,0
SPD98,1998,1999,2,N,1,0
SPD99,1999,2000,3,N,1,0
SPI01,2001,2008,10,S,7,1
SPI03,2003,2003,6,D,0,0
SPI97,1997,2001,,Q,4,1
SPI99,1999,1999,5,D,0,0
SPIND,1968,1977,,S,9,1
SPL04,2004,2015,9,S,11,1
SPL06,2006,2010,8,S,4,1
SPL08,2008,2009,4,N,1,0
SPL97,1997,2010,9,S,13,1
SPL98,1998,2012,11,S,14,1
SPL99,1999,2007,8,S,8,1
SPOOK,2002,2009,,Q,7,1
SPR71,1971,1971,6,Q,0,0
SPR72,1972,1977,4,A,5,1
SPR73,1973,1974,3,N,1,0
SPR74,1974,1974,6,Q,0,0
SPREA,1960,1974,12,N,14,1
SPRIG,1973,1986,3,N,13,1
SPS21,2021,2022,12,S,1,1
SPS22,2022,2022,12,S,0,0
SPT17,2017,2017,6,Q,0,0
SPT18,2018,2022,10,S,4,1
SPT21,2021,2021,6,Q,0,0
SPT22,2022,2022,6,G,0,0
SPU16,2016,2016,10,Q,0,0
SPUDS,1963,1975,3,A,12,1
SPY13,2013,2017,10,S,4,1
SPY14,2014,2019,12,S,5,1
SPY16,2016,2018,3,N,2,1
SPY18,2018,2022,12,S,4,1
SPY20,2020,2021,3,N,1,0
SPZ22,2022,2022,6,Q,0,0
SPZ23,2023,2023,5,G,0,0
SQU00,2000,2000,6,Q,0,0
SQU01,2001,2006,6,C,5,1
SQU03,2003,2003,7,B,0,0
SQU04,2004,2005,3,N,1,0
SQU95,1995,2001,10,Q,6,1
SQU97,1997,2003,10,S,6,1
SQUAS,1990,2002,,Q,12,1
SRL91,1991,2007,6,Q,16,1
SRL92,1992,1993,2,N,1,0
SSK04,2004,2004,12,N,0,0
SSK06,2006,2015,6,C,9,1
STA00,2000,2001,4,N,1,0
STA94,1994,1995,4,N,1,0
STA95,1995,1995,11,N,0,0
STA97,1997,2009,6,C,12,1
STA98,1998,1998,6,Q,0,0
STARN,1966,1980,1,A,14,1
STB04,2004,2004,11,S,0,0
STE05,2005,2010,1,S,5,1
STE98,1998,1998,6,B,0,0
STERN,2004,2017,2,Q,13,1
STI02,2002,2017,2,N,15,1
STI93,1993,1993,7,B,0,0
STI94,1994,2010,12,S,16,1
STI95,1995,2003,3,N,8,1
STI96,1996,2013,12,N,17,1
STI98,1998,2000,3,N,2,1
STI99,1999,2003,7,S,4,1
STN09,2009,2010,2,N,1,0
STN10,2010,2010,12,N,0,0
STN11,2011,2011,6,B,0,0
STN12,2012,2016,11,S,4,1
STN13,2013,2015,12,S,2,1
STN14,2014,2015,12,S,1,1
STN15,2015,2015,12,S,0,0
STO01,2001,2002,2,N,1,0
STO93,1993,1993,6,B,0,0
STO94,1994,1995,4,N,1,0
STO96,1996,2012,2,N,16,1
STO98,1998,2016,2,N,18,1
STO99,1999,2006,9,S,7,1
STR00,2000,2008,7,Q,8,1
STR03,2003,2005,2,N,2,1
STR95,1995,1995,5,Q,0,0
STR96,1996,2013,4,N,17,1
